,id,title,authors,doi,link,pub_year,type,abstract,source,pub_title
2942,2943,The monitoring platform for campus security based on intelligent assisted vision,"He, Xing Na (56120920500); Zhang, Yin Fu (56121312000)",10.4028/www.scientific.net/AMM.543-547.981,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898916170&doi=10.4028%2fwww.scientific.net%2fAMM.543-547.981&partnerID=40&md5=a5f868980a7ac4fce84a6f260e272590,2014,Conference paper,"Rapid, accurate identification and location of abnormal situation are significant for campus security. The traditional abnormal detections on campus are mainly artificial, which is difficult to conduct accurate and timely action. This paper proposes an Android monitoring platform for campus security based on visual multi-state monitoring states. It uses multiple sensors to collect system information thus realizing advantages complementary, uses wavelet transform in data processing, based on campus feature extraction, to realize image fusion in the pixel domain, greatly improving the output SNR, which improve the results of identification and location of the abnormal situation on campus. Finally, we verify the algorithm by the disaster source in actual disaster environment. Results show that the fusion algorithm in this paper greatly improves performance of campus security monitoring system to identify and locate the source disaster. © (2014) Trans Tech Publications, Switzerland.",Scopus,Applied Mechanics and Materials
2964,2965,The influence of multi-mode failures in composites on the characteristics of elastic waves,"Zhang, Lu (56169040600); Ozevin, Didem (6506389055)",10.1117/12.2009244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878411880&doi=10.1117%2f12.2009244&partnerID=40&md5=77b43f616214c939ec2787f17c058e0f,2013,Conference paper,"Based on the micromechanical approaches, high frequency elastic waves are generated in carbon fiber/polymer composites due to three main damage sources as fiber breakage, matrix crack or delamination. The occurrence of damage mode depends on the ratios of energy release rates. Simultaneous generation of damage modes such as multiple fiber breakage called as fiber fragmentation influences the characteristics of propagating elastic waves which are used for detecting, locating and understanding damage modes for acoustic emission method. Understanding the wave characteristics via experimental methods is difficult as the control of damage mode sequence is a challenge. In this paper, wave propagations due to single or multiple fiber breakages positioned at various locations along the laminate and through thickness in different composite lay-ups are studied using dynamic finite element models. Fiber breakage is defined as a point load with the rise time of 1 μsec. The load amplitude is identified using stress-strain curve of carbon fiber. The amplitude of matrix cracking is defined as crack opening displacement as a boundary load to the finite element model. The positions and amplitudes of damage modes are varied to understand the characteristics of waveform signatures. Each lamina is defined as a different plate and orthotropic material properties are entered as input to the model. The paper shows that multi-mode simultaneous damage in composites causes complex waveform generation, which makes pattern recognition based on amplitude and frequency real time a challenging task. © 2013 SPIE.",Scopus,Proceedings of SPIE - The International Society for Optical Engineering
2980,2981,Multi-Modal Cooperative Intelligent Transport Systems to Improve Safety,"Singh, Jugdutt (7404420726); Desai, Anirudha (57196493155); Acker, Felix (57194071275); Ding, Stanley (58034012100); Rachide, Aashath Abdoul (56084530100); Nelson-Furnell, Peter (56084512300)",10.1007/978-3-319-00476-1_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019760375&doi=10.1007%2f978-3-319-00476-1_6&partnerID=40&md5=3cd095d231581675af5b2ba2d11c9952,2013,Book chapter,"Population increases globally have put considerable strain on transport infrastructure and transport management resulting in large social, environmental and economic costs. Cooperative Intelligent Transport Systems (ITS), based on Information and Communication Technologies (ICT), can help focus on problems associated with traffic management, infrastructure management and security, as well as enhanced driver safety and logistics support for transport operations. It will improve drivers’ commutes, provide better information to city planners, increase the productivity of businesses and raise citizens’ quality of life, reduce congestion, shrink fuel use and cut CO2 emissions. This paper presents a multi-modal Cooperative Intelligent Transport Systems based solution that has been designed as a more efficient and effective approach to prevent and potentially eliminate collisions at rail/road crossings. Large scale field trials of the system at level crossing interfaces have produced promising outcomes is a major step towards improving safety at level crossings. © 2013, Springer International Publishing Switzerland.",Scopus,Lecture Notes in Mobility
2990,2991,Multi-view multi-modal gait based human identity recognition from surveillance videos,"Hossain, Emdad (36473316000); Chetty, Girija (14008859700); Goecke, Roland (22234389600)",10.1007/978-3-642-37081-6_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875185983&doi=10.1007%2f978-3-642-37081-6_11&partnerID=40&md5=31d0c98fa7c85e0502808815b22f802c,2013,Conference paper,"In this paper we propose a novel human-identification scheme from long range gait profiles in surveillance videos. We investigate the role of multi view gait images acquired from multiple cameras, the importance of infrared and visible range images in ascertaining identity, the impact of multimodal fusion, efficient subspace features and classifier methods, and the role of soft/secondary biometric (walking style) in enhancing the accuracy and robustness of the identification systems, Experimental evaluation of several subspace based gait feature extraction approaches (PCA/LDA) and learning classifier methods (NB/MLP/SVM/SMO) on different datasets from a publicly available gait database CASIA, show significant improvement in recognition accuracies with multimodal fusion of multi-view gait images from visible and infrared cameras acquired from video surveillance scenarios. © 2013 Springer-Verlag.",Scopus,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
3056,3057,Combination of physiological and behavioral biometric for human identification,"Hossain, Emdad (36473316000); Chetty, Girija (14008859700)",10.1007/978-3-642-31537-4_30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864922100&doi=10.1007%2f978-3-642-31537-4_30&partnerID=40&md5=c78902968f9f6079aca51034bf05d8e5,2012,Conference paper,"In this paper we propose a novel person-identification scheme based on gait biometric information in surveillance videos using simple PCA-LDA features, and RBF-MLP and SMO-SVM classifier. The experimental evaluation on resolution surveillance video images from a publicly available database [1] showed that the combined PCA-MLP and LDA-MLP technique turns out to be a powerful method for capturing identity specific information from walking gait patterns. © 2012 Springer-Verlag.",Scopus,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
3117,3118,Ontological labels for automated location of left ventricular remodeling,"Steinert-Threlkeld, Shane (54414897000); Ardekani, Siamak (6603728860); Mejinoz, Jose L.V. (54393543000); Detwilerz, Landon T. (54392875200); Brinkleyz, James F. (54392388900); Halle, Michael (7006617404); Kikinis, Ron (7101859155); Winslowy, Raimond L. (54394424500); Miller, Michael I. (35425199300); Ratnanather, J. Tilak (57221685340)",10.1109/ICSC.2011.99,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81255209548&doi=10.1109%2fICSC.2011.99&partnerID=40&md5=182a9e4ca09440233b790211931febcf,2011,Conference paper,"Semantics based Analysis Natural language processing Image and video analysis Audio and speech analysis Data and web mining Behavior of software, services and networks Security Semantic Integration Metadata and other description languages Ontology integration Interoperability and service integration Applications using Semantics Search engines and question answering Semantic web services Content-based multimedia retrieval and editing Context-aware networks of sensors, devices and applications Machine translation Creative art description Medicine and biology Semantic programming languages and software engineering System design and synthesis GIS Semantic Interfaces Natural language interfaces Multimodal interfaces Human centered computing. © 2011 IEEE.",Scopus,"Proceedings - 5th IEEE International Conference on Semantic Computing, ICSC 2011"
3124,3125,A real-time remote safety monitoring system for commercial vehicle operations,"Tang, Liang (56784795600); Sun, Dihua (55750893000); Li, Yongfu (46661886400); Liu, Weining (24781055100); Liu, Xia (57192259703); Fu, Liping (7401812559)",10.1061/41177(415)66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052423089&doi=10.1061%2f41177%28415%2966&partnerID=40&md5=dcb950e2e91805b6abaed70008a5479c,2011,Conference paper,"This paper describes a GPS-based real-time remote safety monitoring system developed to address some of the critical safety issues related to commercial vehicles and buses, such as trucks, long-distance buses, expressway buses, and dangerous goods vehicles. The main idea behind the proposed system is to transform the conventional passive way of accidents management to an active way of eliminating the potential safety hazards arising in vehicle operations. Specifically, the proposed system involves equipping each fleet vehicle with an OBD (on-board device) to obtain real-time data on the vehicle's operating state, such as position, speed and direction. The collected data are sent to the fleet operations control center through wireless communication network, which can in turn send warnings or alerts to the driver had any incorrect maneuver or impending hazards been detected. This paper provides a detailed discussion about the architecture, components, and functionality of the system. The proposed safety monitoring system has been implemented and field tested in Chongqing, China, which has demonstrated its effectiveness in gathering valuable operational data and reducing vehicle road accidents. © 2011 ASCE.",Scopus,"ICTIS 2011: Multimodal Approach to Sustained Transportation System Development - Information, Technology, Implementation - Proceedings of the 1st Int. Conf. on Transportation Information and Safety"
3151,3152,An immersive system for browsing and visualizing surveillance video,"DeCamp, Philip (6603473601); Shaw, George (36728652200); Kubat, Rony (25031982700); Roy, Deb (7402439504)",10.1145/1873951.1874002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650973053&doi=10.1145%2f1873951.1874002&partnerID=40&md5=b8ae5860003b41869cb19d28b05fe883,2010,Conference paper,"HouseFly is an interactive data browsing and visualization system that synthesizes audio-visual recordings from multiple sensors, as well as the meta-data derived from those recordings, into a unified viewing experience. The system is being applied to study human behavior in both domestic and retail situations grounded in longitudinal video recordings. HouseFly uses an immersive video technique to display multiple streams of high resolution video using a realtime warping procedure that projects the video onto a 3D model of the recorded space. The system interface provides the user with simultaneous control over both playback rate and vantage point, enabling the user to navigate the data spatially and temporally. Beyond applications in video browsing, this system serves as an intuitive platform for visualizing patterns over time in a variety of multi-modal data, including person tracks and speech transcripts. © 2010 ACM.",Scopus,MM'10 - Proceedings of the ACM Multimedia 2010 International Conference
3384,3385,Person and vehicle tracking in surveillance video,"Miller, Andrew (56026126700); Basharat, Arslan (13609628000); White, Brandyn (23394355900); Liu, Jingen (14519272800); Shah, Mubarak (7402047527)",10.1007/978-3-540-68585-2_14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47749119550&doi=10.1007%2f978-3-540-68585-2_14&partnerID=40&md5=7779f8995c1cf3a7a5d7594b07317e13,2008,Conference paper,"This evaluation for person and vehicle tracking in surveillance presented some new challenges. The dataset was large and very high-quality, but with difficult scene properties involving illumination changes, unusual lighting conditions, and complicated occlusion of objects. Since this is a well-researched scenario [1], our submission was based primarily on our existing projects for automated object detection and tracking in surveillance. We also added several new features that are practical improvements for handling the difficulties of this dataset. © 2008 Springer-Verlag Berlin Heidelberg.",Scopus,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
3393,3394,Transportation Infrastructure Security Utilizing Intelligent Transportation Systems,"Fries, Ryan (22950362000); Chowdhury, Mashrur (22949941100); Brummond, Jeffrey (6504679726)",10.1002/9780470432853,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951942481&doi=10.1002%2f9780470432853&partnerID=40&md5=7a0c541cf70d7f3faaf4ba6ebbc407da,2008,Book,"The first practical guide to infrastructure security using Intelligent Transportation Systems (ITS) Intelligent Transportation Systems, or ITS, integrates different computing, control, and communication technologies to help monitor and manage traffic management that helps reduce congestion while saving lives, time, and money. While mobility and safety are the primary objectives of any good transportation system, security has also become an equally important consideration in their design and operation. This book provides a comprehensive treatment of techniques to leverage ITS in support of security and safety for surface transportation infrastructure. Through the book's multidisciplinary approach, readers gain a comprehensive introduction to the diverse aspects of transportation infrastructure security as well as how ITS can reduce risks and be protected from threats with such topics as computer systems, risk analysis, and multi-modal transportation systems. This book, which will serve as a textbook and guide, provides: Current ITS approaches to security issues such as freight security, disaster and evacuation response, HAZMAT incidents, rail security, and ITS Wide Area Alerts Guidance on the development of a regional transportation security plan Securing ITS itself and privacy issues involved in any collection and use of personally identifiable tracking data Exercises, question-and-answer sections, and other helpful review tools for the reader Filling a gap in the practical application of security, Transportation Infrastructure Security Utilizing Intelligent Transportation Systems offers both students and transportation professionals valuable insights into the new security challenges encountered and how to manage these challenges with the use of computerized transportation systems. © 2009 John Wiley & Sons, Inc.",Scopus,Transportation Infrastructure Security Utilizing Intelligent Transportation Systems
3423,3424,Web object information extraction based on generalized hidden Markov model,"Wang, Jing (55961776900); Yao, Yong (36550854700); Liu, ZhiJing (23389782500)",10.1109/ISCIT.2007.4392257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-46749097644&doi=10.1109%2fISCIT.2007.4392257&partnerID=40&md5=c6f468df64e45735889b6e150eaaf6d7,2007,Conference paper,"Due to the differences between web page and plain text document, the concept of web object is introduced in this paper. Besides, the supposed state transition and the emission symbol conditions are improved based on generalized hidden Markov model (GHMM), and a novel web objects information extraction method is proposed. Finally, through an example, it shows that the proposed method has a very high precision for web objects information extraction. © 2007 IEEE.",Scopus,ISCIT 2007 - 2007 International Symposium on Communications and Information Technologies Proceedings
3439,3440,"Low cost multimodal biometric identification system based on hand geometry, palm and finger print texture","Ferrer, Miguel A. (55636321172); Morales, Aythami (24476050500); Travieso, Carlos M. (6602376272); Alonso, Jesús B. (24774957200)",10.1109/CCST.2007.4373467,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47849130813&doi=10.1109%2fCCST.2007.4373467&partnerID=40&md5=20b08309be58409640307f8ed792d82a,2007,Conference paper,"This paper presents a multimodal biometric identification system based on the combination of geometrical, palm and finger print features of the human hand. The right hand images are acquired by a commercial scanner with a 150 dpi resolution. The geometrical features are obtained from the binarized images and consist on 15 measures. A Support Vector Machines is used as verifier. The palm print and finger texture are obtained by means of different 2D Gabor phase encoding schemes. A robust coordinate system is defined to assure the image alignment. A Hamming distance and threshold are used for verifying the identity. A feature, score and decision level fusion results have shown the improvement of the combined scheme. ©2007 IEEE.",Scopus,Proceedings - International Carnahan Conference on Security Technology
3443,3444,The violent offender treatment program (Votp): Development of a treatment program for violent patients in a high security psychiatric hospital,"Braham, Louise (6506972805); Jones, David (57213433135); Hollin, Clive R. (7003353604)",10.1080/14999013.2008.9914412,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949327204&doi=10.1080%2f14999013.2008.9914412&partnerID=40&md5=02c1f5cb3c12541f60f00710c961043b,2008,Article,"There are growing numbers of offenders with a mental illness convicted of violent behaviors in both the penal and mental health systems. To date however, there have been limited effective treatments reported for this population. This article describes the development, delivery and outcome of a pilot treatment program developed to meet this need (VOTP) within high secure psychiatric services. The program is based on current literature and clinical experience combined to provide a comprehensive theoretical model. The program thus account for theoretical and therapeutic content as well as responsivity and other delivery issues. The program is structured and manualized, multi modal, and delivered in approximately 280 hours of group therapy plus a range of weekly individual work and support. Staff training is an essential component of the work. So far, promising results are forthcoming. They include reductions in behavioral manifestations of violence, a decrease in perceived level of risk and an increase in coping and interpersonal skills. © 2008 International Association of Forensic Mental Health Services.",Scopus,International Journal of Forensic Mental Health
3462,3463,Research on bio-inspired multi-net paralleling mechanism based on web application,"Zheng, Ruijuan (23987900100); Wang, Huiqiang (54790335900); Pang, Yonggang (7201685894)",10.1007/978-3-540-72588-6_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149049338&doi=10.1007%2f978-3-540-72588-6_17&partnerID=40&md5=097b3a2298bd612d6d5bcb4fe84d8fcc,2007,Conference paper,"With the rapid development of network technologies and deteriorating of network environment, traditional single-net security system can't satisfy the security requirement. Excellent security performance of biological systems impels bio-inspired network security theory to be a hot topic currently. We advance Bio-inspired Multi-Net Security (B-MNS) system which implements the functional distributary of different subnets by state transition in Multi-Net Paralleling (MNP) mechanism. Firstly, concept model of B-MNS and MNP mechanism are outlined; secondly, parameter estimation and modifying algorithms are introduced to construct the mathematical model of B-MNS; at last, the practicability and high efficiency are proved by a simulation. © Springer-Verlag Berlin Heidelberg 2007.",Scopus,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
3520,3521,Usability evaluation of multi-modal biometric verification systems,"Toledano, Doroteo T. (13608452700); Fernández Pozo, Rubén (14625977500); Hernández Trapote, Álvaro (14626465600); Hernández Gómez, Luis (6701850865)",10.1016/j.intcom.2006.01.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748916060&doi=10.1016%2fj.intcom.2006.01.004&partnerID=40&md5=c20b68d6f53476a9d227e08f325999f4,2006,Article,"As a result of the evolution in the field of biometrics, a new breed of techniques and methods for user identity recognition and verification has appeared based on the recognition and verification of several biometric features considered unique to each individual. Signature and voice characteristics, facial features, and iris and fingerprint patterns have all been used to identify a person or just to verify that the person is who he/she claims to be. Although still relatively new, these new technologies have already reached a level of development that allows its commercialization. However, there is a lack of studies devoted to the evaluation of these technologies from a user-centered perspective. This paper is intended to promote user-centered design and evaluation of biometric technologies. Towards this end, we have developed a platform to perform empirical evaluations of commercial biometric identity verification systems, including fingerprint, voice and signature verification. In this article, we present an initial empirical study in which we evaluate, compare and try to get insights into the factors that are crucial for the usability of these systems. © 2006 Elsevier B.V. All rights reserved.",Scopus,Interacting with Computers
3594,3595,High-speed atmosphere laser digital communication system,"Yin, Fuchang (7202679596)",10.1117/12.402713,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034428010&doi=10.1117%2f12.402713&partnerID=40&md5=816f9b6ece193c5bcbc26e6abe661954,2000,Conference paper,"This paper describes a high-speed atmosphere laser communication system working in digital communication mode. It has many advantages: working for long distances, full duplex communication mode, transfer information with safety, confidentiality and anti-electromagnetic interference etc. It can be used singly, or be used to be the supplement part of the short-wave radio station and the satellite earth station information transfer system to construct high-speed laser communication network.",Scopus,Proceedings of SPIE - The International Society for Optical Engineering
3616,3617,Synchronization with eventcounts and sequencers (extended abstract),"Reed, David P. (55057422900); Kanodia, Rajendra K. (6506570020)",10.1145/800214.806550,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939741007&doi=10.1145%2f800214.806550&partnerID=40&md5=a512c8fe49fcc869a4f042038f34b1b5,1977,Conference paper,"The design of computer systems to be concurrently used by multiple, independent users requires a mechanism that allows programs to synchronize their use of shared resources. Many such mechanisms have been developed and used in practical applications. Most of the currently favored mechanisms, such as semaphores and monitors are based on the concept of mutual exclusion. In this paper, we describe an alternative synchronization mechanism that is not based on the concept of mutual exclusion, but rather on observing the sequencing of significant events in the course of an asynchronous computation. Two kinds of objects are described, an eventcount, which is a communication path for signalling and observing the progress of concurrent computations, and a sequencer, which assigns an order to events occurring in the system. Eventcounts and sequencers are a more natural mechanism for controlling the sequence of execution of processes that do not need mutual exclusion. Examples of these applications are monitoring state changes of operating system variables, and broadcasting the occurrence of an event to any number of interested processes. In applications where mutual exclusion mechanisms are explicitly prohibited, such as physically distributed systems and systems that need to solve the confinement problem, eventcounts and sequencers can be used to solve synchronization problems in a very natural way. An eventcount is an object that keeps a count of the number of events in a particular class that have occurred so far in the execution of the system. An eventcount can be thought of as a non-decreasing integer variable. We define an advance primitive to signal the occurrence of an event associated with a particular eventcount and two primitives, await and read, that obtain the ""value"" of an eventcount. Some synchronization problems require arbitration: a decision based on which of several events happens first. Eventcounts alone do not have this ability to discriminate between two events that happen. Consequently, we provide another kind of non-decreasing integer object, called a sequencer, that can be used to dynamically order the events in a given class. Eventcounts and sequencers are a primitive synchronization mechanism of approximately the same level of abstraction as semaphores. We show in the paper how P and V semaphore operations can be expressed in terms of eventcount operations, and how a simultaneous-P operation on several semaphores is just as easily expressed. On the other hand, eventcounts are more easily used in expressing synchronization requirements directly in the program because they directly encode the history of events in the system. We show in the paper how the eventcount and sequencer primitives can be axiomatized in terms of a partial ordering of the events that occur within the system. From the axioms defining eventcounts and sequencers, one can directly obtain the ordering constraints enforced in a particular set of programs. Synchronization mechanisms provided by operating systems present a thorny obstacle to solving the ""confinement problem"" defined by Lampson. Eventcounts and sequencers provide some help in controlling the flow of information, by providing a distinction between those synchronization primitives that can be used to send information (advance and ticket) and those that can only receive (read and await). In the paper we show how to solve a synchronization problem called the ""secure readers-writers problem"" while preventing unnecessary leaks of information.",Scopus,"Proceedings of the 6th ACM Symposium on Operating Systems Principles, SOSP 1977"
3660,3661,A Dynamic Programming Model for Internal Attack Detection in Wireless Sensor Networks,"Shi Q,Qin L,Song L,Zhang R,Jia Y",10.1155/2017/5743801,http://dx.doi.org/10.1155/2017/5743801,2017,Journal Article,"Internal attack is a crucial security problem of WSN (wireless sensor network). In this paper, we focus on the internal attack detection which is an important way to locate attacks. We propose a state transition model, based on the continuous time Markov chain (CTMC), to study the behaviors of the sensors in a WSN under internal attack. Then we conduct the internal attack detection model as the epidemiological model. In this model, we explore the detection rate as the rate of a compromised state transition to a response state. By using the Bellman equation, the utility for the state transitions of a sensor can be written in standard forms of dynamic programming. It reveals a natural way to find the optimal detection rate that is by maximizing the total utility of the compromised state of the node (the sum of current utility and future utility). In particular, we encapsulate the current state, survivability, availability, and energy consumption of the WSN into an information set. We conduct extensive experiments and the results show the effectiveness of our solutions.",Web of Science,DISCRETE DYNAMICS IN NATURE AND SOCIETY
3747,3748,Optimized utilization of decentral flexibility for the operational management of cellular multi-modal distribution grids,B. Wiegel; L. Helmrich von Elgott; D. Babazadeh; C. Becker,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172983,2023.0,VDE Conferences,"Future energy systems rely mostly on supplydependent resources like wind and solar energy. Since most of the produced energy from distributed renewable sources arises as electricity, electrification of energy consumers and producers, called prosumers, expands. In this context, multimodal distribution grids make use of the storage capabilities of other energy sectors like heat, and abolish the supply-dependency and uncertainty of the feed-in of decentralized generators. This provides flexibility in the energy system, which increases security of supply and at the same time ensures economical energy provision. The subject of this paper is to exploit the flexibility of such a multi-modal energy system for operation in an optimal way. The cellular approach serves here as the energy system architecture. Aim is to provide flexibility with a cell by optimally distributing a flexibility request to subordinate prosumers changing their active and reactive power. The load change is hereby to be optimally dispatched to the different components of the prosumers under consideration of technical restrictions and dynamic behavior of components, the grids and economical aspects. For dynamic modelling and simulation the open-source modelling language Modelica is used. Using a lowvoltage benchmark model expanded by multi-modal technologies, the proposed methodology shows that the cells are capable of providing flexibility to the overlying grid with high accuracy at low costs.",IEEE Xplore,ETG Congress 2023
3844,3845,Analysis of complemented group CA derived from 60/102/204 group CA,"Choi, Un-Sook (7005092535); Cho, Sung-Jin (55686247500); Kim, Han-Doo (7410140070); Kong, Gil-Tak (57119098600); Kwon, Min-Jeong (57192065965)",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996490698&partnerID=40&md5=6bcf78c7a1cc3a4087b8e4ff9533ae30,2016,Article,"In this paper we analyze complemented group CA C' derived from linear group CA using rules 60, 102 and 204. And we give conditions for the complement vector F such that all lengths of cycles are the same as the order of C' in the state transition graph of C'. Our results extend and generalize the results of Cho et al. [3] and Hwang [9]. These results increase the key space of complemented CA based symmetric key cryptosystem proposed by Roy et al. [13] and enhance the security of the image encryption system proposed by Nandi et al. [11].",Scopus,Proceedings of the Jangjeon Mathematical Society
3848,3849,Design of wind power and water desalination reconfigurable control system based on functional analysis approach,"Hu, He-Xuan (23974262200); Hu, Qiang (57225950089); Shi, Chun-Lai (57191889275); Shi, Bang-Wen (57191890644); Gong, Xue-Jiao (57193405295); Tang, Bo (57199090720)",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020530174&partnerID=40&md5=39226f152e82c34587cb8229d8d1ecb7,2016,Article,"In this paper, we propose an approach based on generic component model to realise the designing of an integrated wind-water desalination reliable control system. Two elementary notions, the service and the operating mode, are introduced to construct a hierarchical system and to assure the coherences between specification and realisation at each level and between levels. The consideration of aggregated, complex components not only leads to extend this description to the possibilities of reconfiguration, but also provides a unified framework for facilitating the knowledge acquisition of reconfiguration. Reconfigurable control is intended to continue the system operation as long as possible in the presence of one or several faults, provided both efficiency and security remain acceptable. An integrated wind-water desalination reliable control system is studied as an application. © 2016, Scibulcom Ltd. All rights reserved.",Scopus,Oxidation Communications
3927,3928,"ITS implementation, the swedish way, ""interaction""","Rode, Hans (56085228500); Bauducco, Roberto (56085748500)",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896935484&partnerID=40&md5=879399abf591c3c41fe43e0090c00a77,2012,Conference paper,"The congestion in our transport systems increases when the population in urban areas expands. The demand for effective and environmentally friendly transport will increase. Security is increasingly prioritized. Challenges are great and numerous for all modes of transport, Intelligent transport systems and services, ITS, offers many tools that can help to meet these. ITS's potential is great, and it is time that this was utilized. In 2010, the Government appointed a national ITS Board for the purpose of speeding up the process of introducing ITS in Sweden in order to reach the transport and industrial policy objectives. The ITS Board has three tasks: the first task is to develop forms of cooperation between public authorities and enterprise, the second task is to provide advice on and accelerate the Swedish Transport Administration and other authorities' process of implementing the action plan, ""Multi-modal strategy and action plan for the use of ITS"". The third task is to promote increased Swedish action in the EU in the area of ITS. At the same time, the Swedish Transport Administration received a government commission regarding a coordinating responsibility for the implementation and follow-up of the work in accordance with: ""Multi-modal strategy and action plan for the use of ITS1"".",Scopus,"19th Intelligent Transport Systems World Congress, ITS 2012"
3964,3965,Vimm: Runtime integrity measurement of a virtualized operating system,"Suen, Chun Hui (55001344000)",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952376218&partnerID=40&md5=d0ab4ec55b31d3b24018b461e4f65c71,2010,Article,"This paper discusses the design of the Virtualization Integrity Measurement Monitor (VIMM) framework, which aims to provide runtime integrity measurement of a virtualized guest OS. Kernel memory and additional hardware state changes are constantly monitored and aggregated into a combined guest OS state, which is reported to a Trusted Platform Module (TPM), thus providing a trusted integrity measurement in runtime. This measurement can then be used for data protection (sealing of secret keys) and remote attestation based on the runtime integrity of the guest OS. © J.UCS.",Scopus,Journal of Universal Computer Science
3982,3983,COSMO-SkyMed mission: First results and future outlook,"Valentini, G. (23013624400); Covello, F. (23011470400); Battazza, F. (23011147800); Coletta, A. (23011350500); Manoni, G. (6602398133)",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953499337&partnerID=40&md5=0ef68b63cafef840d5018e72bb6e947c,2009,Conference paper,"Since 2007 Italian Space Agency (ASI) launched three out of four X-band SAR satellites of the COnstellation of small Satellites for Mediterranean basin Observation (COSMO-SkyMed) Mission, making available to the users a unique SAR constellation dedicated to the Earth Observation. COSMO-SkyMed is the largest Italian investment in Space Systems for Earth Observation, commissioned and funded by ASI and Italian Ministry of Defense (MoD). COSMO-SkyMed is a Dual-Use (Civilian and Defence) end-to-end Earth Observation System aimed to establish a global service supplying provision of data, products and services relevant to a wide range of applications, especially in the field of Risk Management for both Scientific/Commercial and Defence/Intelligence use. The system consists of a constellation of four Low Earth Orbit mid-sized satellites, each equipped with a multi-mode high-resolution Synthetic Aperture Radar (SAR) operating at X-band. The high resolution imaging and time performances, make of COSMO-SkyMed a unique system that already showed all its potentiality in several application domains such as risk and emergency management, multitemporal acquisition for agriculture monitoring, ship detection, interferometry, landslides monitoring, maritime surveillance and security, rapid mapping. The constellation will be completed with the launch of the forth satellites in 2010.",Scopus,"60th International Astronautical Congress 2009, IAC 2009"
3993,3994,Background modelling in demanding situations with confidence measure,"Rosell-Ortega, J. (25923507900); Andreu-García, G. (6504278115); Rodas-Jordà, A. (25825532400); Atienza-Vanacloig, V. (25923287000)",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957933749&partnerID=40&md5=7dda2706222ea976cfa5fcfc3454bedf,2008,Conference paper,"Background subtraction is a popular technique in video surveillance. In order to use it, a background model must be built and updated according to light and scenario changes. We discuss in this paper a new algorithm (BAC) which creates or restores a background model based on the behaviour of pixels in successive frames, while performs a segmentation of objects in the scene yielding a confidence value for the obtained background, a problem which is addressed by few methods in the literature. This allows us to fulfil the requirement of producing a model, for instance in scenarios like airport halls, without interfering normal operation and still segment scenes. © 2008 IEEE.",Scopus,Proceedings - International Conference on Pattern Recognition
